,Open,High,Low,Close,Adj Close,Volume
2018-03-04,265.79998779296875,269.7200012207031,264.82000732421875,269.0799865722656,250.2816925048828,0.0
2018-03-05,267.7300109863281,272.8900146484375,267.6099853515625,272.19000244140625,253.17445373535156,97307400.0
2018-03-06,273.29998779296875,273.3900146484375,271.17999267578125,272.8800048828125,253.8162384033203,79213200.0
2018-03-07,270.4200134277344,273.17999267578125,270.20001220703125,272.7799987792969,253.7232666015625,87063500.0
2018-03-08,273.54998779296875,274.239990234375,272.4200134277344,274.1000061035156,254.95098876953125,66901200.0
2018-03-09,275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,259.38775634765625,113625300.0
2018-03-10,275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,259.38775634765625,0.0
2018-03-11,275.70001220703125,278.8699951171875,275.3399963378906,278.8699951171875,259.38775634765625,0.0
2018-03-12,279.20001220703125,279.9100036621094,278.0799865722656,278.5199890136719,259.06219482421875,71924800.0
2018-03-13,279.8399963378906,280.4100036621094,276.0299987792969,276.7200012207031,257.3880310058594,91968900.0
2018-03-14,277.80999755859375,278.0199890136719,274.6700134277344,275.29998779296875,256.06719970703125,105895100.0
2018-03-15,275.8800048828125,276.6099853515625,274.42999267578125,275.0,255.7881317138672,83433000.0
2018-03-16,274.5,275.3900146484375,274.1400146484375,274.20001220703125,256.0655517578125,100343700.0
2018-03-17,274.5,275.3900146484375,274.1400146484375,274.20001220703125,256.0655517578125,0.0
2018-03-18,274.5,275.3900146484375,274.1400146484375,274.20001220703125,256.0655517578125,0.0
2018-03-19,273.3500061035156,274.3999938964844,268.6199951171875,270.489990234375,252.60079956054688,109208400.0
2018-03-20,270.94000244140625,271.6700134277344,270.17999267578125,270.95001220703125,253.03042602539062,59757300.0
2018-03-21,270.8999938964844,273.2699890136719,270.19000244140625,270.42999267578125,252.54481506347656,78709600.0
2018-03-22,267.9100036621094,268.8699951171875,263.3599853515625,263.6700134277344,246.23190307617188,148785900.0
2018-03-23,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,240.9835968017578,183534800.0
2018-03-24,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,240.9835968017578,0.0
2018-03-25,264.1700134277344,264.5400085449219,257.8299865722656,258.04998779296875,240.9835968017578,0.0
2018-03-26,262.1300048828125,265.42999267578125,259.4100036621094,265.1099853515625,247.57666015625,141956100.0
2018-03-27,266.1700134277344,266.7699890136719,258.8399963378906,260.6000061035156,243.364990234375,129941400.0
2018-03-28,260.75,262.6400146484375,258.5799865722656,259.8299865722656,242.6458740234375,146452300.0
2018-03-29,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,245.74627685546875,111601600.0
2018-03-30,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,245.74627685546875,0.0
2018-03-31,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,245.74627685546875,0.0
2018-04-01,261.1199951171875,265.260009765625,259.8399963378906,263.1499938964844,245.74627685546875,0.0
2018-04-02,262.54998779296875,263.1300048828125,254.6699981689453,257.4700012207031,240.4419708251953,186286300.0
2018-04-03,258.8699951171875,261.30999755859375,256.8399963378906,260.7699890136719,243.523681640625,119956900.0
2018-04-04,256.75,264.3599853515625,256.6000061035156,263.55999755859375,246.1291961669922,123715300.0
2018-04-05,265.54998779296875,266.6400146484375,264.32000732421875,265.6400146484375,248.07164001464844,82652600.0
2018-04-06,263.4200134277344,265.1099853515625,258.0,259.7200012207031,242.54315185546875,179521200.0
2018-04-07,263.4200134277344,265.1099853515625,258.0,259.7200012207031,242.54315185546875,0.0
2018-04-08,263.4200134277344,265.1099853515625,258.0,259.7200012207031,242.54315185546875,0.0
2018-04-09,261.3699951171875,264.8399963378906,259.94000244140625,261.0,243.73849487304688,105442900.0
2018-04-10,264.2699890136719,266.0400085449219,262.9800109863281,265.1499938964844,247.6140594482422,103529000.0
2018-04-11,263.4700012207031,265.6400146484375,263.3900146484375,263.760009765625,246.31594848632812,91140200.0
2018-04-12,265.260009765625,267.0,265.05999755859375,265.92999267578125,248.34243774414062,68890500.0
2018-04-13,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,247.6140594482422,85079200.0
2018-04-14,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,247.6140594482422,0.0
2018-04-15,267.4100036621094,267.5400085449219,264.010009765625,265.1499938964844,247.6140594482422,0.0
2018-04-16,267.0,268.20001220703125,266.07000732421875,267.3299865722656,249.6498260498047,63405300.0
2018-04-17,269.3299865722656,270.8699951171875,268.75,270.19000244140625,252.32069396972656,64682000.0
2018-04-18,270.69000244140625,271.29998779296875,269.8699951171875,270.3900146484375,252.5074920654297,57303900.0
2018-04-19,269.6499938964844,269.8800048828125,267.7200012207031,268.8900146484375,251.1067352294922,77655900.0
2018-04-20,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,248.9774932861328,99953100.0
2018-04-21,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,248.9774932861328,0.0
2018-04-22,268.80999755859375,269.05999755859375,265.6099853515625,266.6099853515625,248.9774932861328,0.0
2018-04-23,267.260009765625,267.8900146484375,265.3500061035156,266.57000732421875,248.94009399414062,65558000.0
2018-04-24,267.7300109863281,267.9800109863281,261.2799987792969,262.9800109863281,245.5875244140625,112885500.0
2018-04-25,262.9100036621094,264.1300048828125,260.8500061035156,263.6300048828125,246.19456481933594,103840900.0
2018-04-26,264.7900085449219,267.25,264.2900085449219,266.30999755859375,248.69732666015625,67731900.0
2018-04-27,267.0,267.3399963378906,265.5,266.55999755859375,248.9307861328125,57053600.0
2018-04-28,267.0,267.3399963378906,265.5,266.55999755859375,248.9307861328125,0.0
2018-04-29,267.0,267.3399963378906,265.5,266.55999755859375,248.9307861328125,0.0
2018-04-30,267.260009765625,267.8900146484375,264.42999267578125,264.510009765625,247.01638793945312,82182300.0
2018-05-01,263.8699951171875,265.1000061035156,262.1099853515625,264.9800109863281,247.45526123046875,74203400.0
2018-05-02,264.760009765625,265.67999267578125,262.760009765625,263.20001220703125,245.79298400878906,86368900.0
2018-05-03,262.260009765625,263.3599853515625,259.04998779296875,262.6199951171875,245.25137329101562,136311500.0
2018-05-04,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,248.42648315429688,91222100.0
2018-05-05,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,248.42648315429688,0.0
2018-05-06,261.5199890136719,266.7900085449219,261.1499938964844,266.0199890136719,248.42648315429688,0.0
2018-05-07,266.8900146484375,268.0199890136719,266.1099853515625,266.9200134277344,249.26698303222656,55304900.0
2018-05-08,266.5,267.3299865722656,265.1499938964844,266.9200134277344,249.26698303222656,67499200.0
2018-05-09,267.67999267578125,269.8699951171875,267.0899963378906,269.5,251.67633056640625,59666100.0
2018-05-10,270.3399963378906,272.3900146484375,270.2200012207031,272.0199890136719,254.02969360351562,72063900.0
2018-05-11,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,254.8047637939453,59871500.0
2018-05-12,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,254.8047637939453,0.0
2018-05-13,272.1600036621094,273.1499938964844,271.5799865722656,272.8500061035156,254.8047637939453,0.0
2018-05-14,273.3399963378906,274.0799865722656,272.3599853515625,272.9800109863281,254.92626953125,54790600.0
2018-05-15,271.5899963378906,271.6099853515625,270.0299987792969,271.1000061035156,253.17056274414062,87036100.0
2018-05-16,271.1400146484375,272.760009765625,271.1099853515625,272.239990234375,254.23507690429688,53942600.0
2018-05-17,271.94000244140625,273.2300109863281,271.1300048828125,272.010009765625,254.02032470703125,56536400.0
2018-05-18,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,253.38528442382812,64368000.0
2018-05-19,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,253.38528442382812,0.0
2018-05-20,271.6199951171875,272.0299987792969,270.92999267578125,271.3299865722656,253.38528442382812,0.0
2018-05-21,273.010009765625,273.9800109863281,272.57000732421875,273.3699951171875,255.29043579101562,58025900.0
2018-05-22,273.9599914550781,274.25,272.239990234375,272.6099853515625,254.58067321777344,52966400.0
2018-05-23,271.1700134277344,273.3900146484375,270.989990234375,273.3599853515625,255.281005859375,64694200.0
2018-05-24,272.9100036621094,273.2200012207031,270.7799987792969,272.79998779296875,254.7581024169922,76043800.0
2018-05-25,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,254.15106201171875,56374800.0
2018-05-26,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,254.15106201171875,0.0
2018-05-27,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,254.15106201171875,0.0
2018-05-28,272.1499938964844,272.8599853515625,271.5799865722656,272.1499938964844,254.15106201171875,0.0
2018-05-29,270.30999755859375,271.1700134277344,267.760009765625,269.0199890136719,251.2280731201172,115908600.0
2018-05-30,270.5,273.1099853515625,270.4200134277344,272.6099853515625,254.58067321777344,69678400.0
2018-05-31,272.1499938964844,272.489990234375,270.260009765625,270.94000244140625,253.0211639404297,93519900.0
2018-06-01,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,255.50523376464844,71258400.0
2018-06-02,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,255.50523376464844,0.0
2018-06-03,272.4100036621094,273.94000244140625,272.3299865722656,273.6000061035156,255.50523376464844,0.0
2018-06-04,274.5299987792969,275.19000244140625,274.260009765625,274.8999938964844,256.71923828125,45385200.0
2018-06-05,275.04998779296875,275.5299987792969,274.17999267578125,275.1000061035156,256.9059753417969,51135000.0
2018-06-06,275.7900085449219,277.5199890136719,275.0899963378906,277.3999938964844,259.0538635253906,62732200.0
2018-06-07,277.95001220703125,278.2799987792969,276.3399963378906,277.3699951171875,259.0257873535156,72969400.0
2018-06-08,276.8500061035156,278.25,276.6600036621094,278.19000244140625,259.7916259765625,72139700.0
2018-06-09,276.8500061035156,278.25,276.6600036621094,278.19000244140625,259.7916259765625,0.0
2018-06-10,276.8500061035156,278.25,276.6600036621094,278.19000244140625,259.7916259765625,0.0
2018-06-11,278.44000244140625,279.3699951171875,278.30999755859375,278.55999755859375,260.13714599609375,58892500.0
2018-06-12,279.0299987792969,279.3299865722656,278.19000244140625,278.9200134277344,260.47332763671875,72329000.0
2018-06-13,279.19000244140625,279.4800109863281,277.79998779296875,278.0299987792969,259.6421813964844,79070600.0
2018-06-14,279.010009765625,279.3299865722656,278.05999755859375,278.7300109863281,260.29595947265625,77097600.0
2018-06-15,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,259.9638366699219,120041600.0
2018-06-16,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,259.9638366699219,0.0
2018-06-17,276.6000061035156,277.510009765625,275.3500061035156,277.1300048828125,259.9638366699219,0.0
2018-06-18,275.489990234375,276.70001220703125,274.95001220703125,276.55999755859375,259.42913818359375,52917600.0
2018-06-19,274.0,275.75,273.5299987792969,275.5,258.4348449707031,97531500.0
2018-06-20,276.2699890136719,276.7200012207031,275.5899963378906,275.9700012207031,258.87567138671875,53785500.0
2018-06-21,275.9599914550781,275.9800109863281,273.67999267578125,274.239990234375,257.2528076171875,71061400.0
2018-06-22,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,257.7218017578125,54898500.0
2018-06-23,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,257.7218017578125,0.0
2018-06-24,275.6600036621094,275.7900085449219,274.489990234375,274.739990234375,257.7218017578125,0.0
2018-06-25,273.44000244140625,273.6199951171875,269.1000061035156,271.0,254.21353149414062,137854200.0
2018-06-26,271.6400146484375,272.55999755859375,270.7900085449219,271.6000061035156,254.7763671875,68547400.0
2018-06-27,272.260009765625,273.8699951171875,269.17999267578125,269.3500061035156,252.66580200195312,105110700.0
2018-06-28,269.2900085449219,271.75,268.489990234375,270.8900146484375,254.11036682128906,76650500.0
2018-06-29,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,254.47622680664062,97592500.0
2018-06-30,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,254.47622680664062,0.0
2018-07-01,272.1199951171875,273.6600036621094,271.1499938964844,271.2799987792969,254.47622680664062,0.0
2018-07-02,269.510009765625,272.0400085449219,269.239990234375,271.8599853515625,255.02027893066406,63554800.0
2018-07-03,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,254.1197052001953,42187100.0
2018-07-04,272.8699951171875,272.9800109863281,270.4200134277344,270.8999938964844,254.1197052001953,0.0
2018-07-05,272.1700134277344,273.17999267578125,270.9599914550781,273.1099853515625,256.1928405761719,56925900.0
2018-07-06,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,258.35980224609375,66493700.0
2018-07-07,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,258.35980224609375,0.0
2018-07-08,273.1400146484375,275.8399963378906,272.7099914550781,275.4200134277344,258.35980224609375,0.0
2018-07-09,276.54998779296875,277.9599914550781,276.5,277.8999938964844,260.6861267089844,50550400.0
2018-07-10,278.4100036621094,279.010009765625,278.0799865722656,278.8999938964844,261.6241760253906,51966800.0
2018-07-11,277.1499938964844,278.0400085449219,276.5199890136719,276.8599853515625,259.7106018066406,77054700.0
2018-07-12,278.2799987792969,279.42999267578125,277.6000061035156,279.3699951171875,262.0650634765625,60124700.0
2018-07-13,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,262.2713928222656,48216000.0
2018-07-14,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,262.2713928222656,0.0
2018-07-15,279.1700134277344,279.92999267578125,278.6600036621094,279.5899963378906,262.2713928222656,0.0
2018-07-16,279.6400146484375,279.79998779296875,278.8399963378906,279.3399963378906,262.036865234375,48201000.0
2018-07-17,278.4700012207031,280.9100036621094,278.4100036621094,280.4700012207031,263.09698486328125,52315500.0
2018-07-18,280.55999755859375,281.17999267578125,280.05999755859375,281.05999755859375,263.650390625,44593500.0
2018-07-19,280.30999755859375,280.739990234375,279.4599914550781,280.0,262.65606689453125,61412100.0
2018-07-20,279.7699890136719,280.4800109863281,279.5,279.67999267578125,262.35589599609375,82337700.0
2018-07-21,279.7699890136719,280.4800109863281,279.5,279.67999267578125,262.35589599609375,0.0
2018-07-22,279.7699890136719,280.4800109863281,279.5,279.67999267578125,262.35589599609375,0.0
2018-07-23,279.45001220703125,280.42999267578125,279.05999755859375,280.20001220703125,262.84368896484375,47047600.0
2018-07-24,281.7900085449219,282.55999755859375,280.6300048828125,281.6099853515625,264.16632080078125,68026900.0
2018-07-25,281.3299865722656,284.3699951171875,281.2799987792969,284.010009765625,266.4176330566406,78882900.0
2018-07-26,283.20001220703125,284.1099853515625,283.0899963378906,283.3399963378906,265.78912353515625,57919500.0
2018-07-27,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,263.9881286621094,76768700.0
2018-07-28,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,263.9881286621094,0.0
2018-07-29,283.7099914550781,283.82000732421875,280.3800048828125,281.4200134277344,263.9881286621094,0.0
2018-07-30,281.510009765625,281.69000244140625,279.3599853515625,279.95001220703125,262.6091613769531,63742500.0
2018-07-31,280.80999755859375,282.0199890136719,280.3800048828125,281.3299865722656,263.9036865234375,68570500.0
2018-08-01,281.55999755859375,282.1300048828125,280.1300048828125,280.8599853515625,263.4627380371094,53853300.0
2018-08-02,279.3900146484375,282.5799865722656,279.1600036621094,282.3900146484375,264.8980407714844,63426400.0
2018-08-03,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,266.0330810546875,53935400.0
2018-08-04,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,266.0330810546875,0.0
2018-08-05,282.5299987792969,283.6600036621094,282.3299865722656,283.6000061035156,266.0330810546875,0.0
2018-08-06,283.6400146484375,284.989990234375,283.20001220703125,284.6400146484375,267.0087585449219,39400900.0
2018-08-07,285.3900146484375,286.010009765625,285.239990234375,285.5799865722656,267.890380859375,43196600.0
2018-08-08,285.3900146484375,285.9100036621094,284.94000244140625,285.4599914550781,267.77783203125,42114600.0
2018-08-09,285.5299987792969,285.9700012207031,284.9200134277344,285.07000732421875,267.4120788574219,35717000.0
2018-08-10,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,265.6203308105469,77076000.0
2018-08-11,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,265.6203308105469,0.0
2018-08-12,283.45001220703125,284.05999755859375,282.3599853515625,283.1600036621094,265.6203308105469,0.0
2018-08-13,283.4700012207031,284.1600036621094,281.7699890136719,282.1000061035156,264.6260070800781,65732900.0
2018-08-14,282.9200134277344,284.1700134277344,282.4800109863281,283.8999938964844,266.3145446777344,43842000.0
2018-08-15,282.3800048828125,282.5400085449219,280.1600036621094,281.7799987792969,264.3258056640625,102925400.0
2018-08-16,283.3999938964844,285.0400085449219,283.3599853515625,284.05999755859375,266.46453857421875,69967900.0
2018-08-17,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,267.4026794433594,65618500.0
2018-08-18,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,267.4026794433594,0.0
2018-08-19,283.8299865722656,285.55999755859375,283.3699951171875,285.05999755859375,267.4026794433594,0.0
2018-08-20,285.57000732421875,285.9700012207031,285.05999755859375,285.6700134277344,267.9748229980469,39807500.0
2018-08-21,286.25,287.30999755859375,285.7099914550781,286.3399963378906,268.6033020019531,67272000.0
2018-08-22,285.8800048828125,286.760009765625,285.5799865722656,286.1700134277344,268.44390869140625,44993300.0
2018-08-23,285.9700012207031,286.94000244140625,285.42999267578125,285.7900085449219,268.08740234375,49204900.0
2018-08-24,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,269.7008361816406,57487400.0
2018-08-25,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,269.7008361816406,0.0
2018-08-26,286.44000244140625,287.6700134277344,286.3800048828125,287.510009765625,269.7008361816406,0.0
2018-08-27,288.8599853515625,289.8999938964844,288.67999267578125,289.7799987792969,271.83026123046875,57072400.0
2018-08-28,290.29998779296875,290.4200134277344,289.3999938964844,289.9200134277344,271.96160888671875,46943500.0
2018-08-29,290.1600036621094,291.739990234375,289.8900146484375,291.4800109863281,273.42498779296875,61485500.0
2018-08-30,290.94000244140625,291.3599853515625,289.6300048828125,290.29998779296875,272.3180847167969,61229500.0
2018-08-31,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,272.3274230957031,66140800.0
2018-09-01,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,272.3274230957031,0.0
2018-09-02,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,272.3274230957031,0.0
2018-09-03,289.8399963378906,290.80999755859375,289.2900085449219,290.30999755859375,272.3274230957031,0.0
2018-09-04,289.8399963378906,290.2099914550781,288.67999267578125,289.80999755859375,271.8584289550781,57594400.0
2018-09-05,289.4100036621094,289.6400146484375,287.8900146484375,289.0299987792969,271.126708984375,72452400.0
2018-09-06,289.1499938964844,289.489990234375,287.0,288.1600036621094,270.3106384277344,65909900.0
2018-09-07,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,269.7853088378906,73524800.0
2018-09-08,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,269.7853088378906,0.0
2018-09-09,286.9800109863281,288.70001220703125,286.7099914550781,287.6000061035156,269.7853088378906,0.0
2018-09-10,288.739990234375,289.0400085449219,287.8800048828125,288.1000061035156,270.25433349609375,50210900.0
2018-09-11,287.3699951171875,289.54998779296875,286.9800109863281,289.04998779296875,271.1454772949219,50530500.0
2018-09-12,289.05999755859375,289.79998779296875,288.2300109863281,289.1199951171875,271.211181640625,59810800.0
2018-09-13,290.32000732421875,291.0400085449219,290.0,290.8299865722656,272.81524658203125,51034200.0
2018-09-14,291.05999755859375,291.2699890136719,290.0,290.8800048828125,272.8621826171875,55079900.0
2018-09-15,291.05999755859375,291.2699890136719,290.0,290.8800048828125,272.8621826171875,0.0
2018-09-16,291.05999755859375,291.2699890136719,290.0,290.8800048828125,272.8621826171875,0.0
2018-09-17,290.82000732421875,290.8599853515625,289.0299987792969,289.3399963378906,271.4175109863281,68244000.0
2018-09-18,289.5799865722656,291.5799865722656,289.54998779296875,290.9100036621094,272.8902587890625,61930400.0
2018-09-19,290.9700012207031,291.69000244140625,290.8299865722656,291.2200012207031,273.1810607910156,49080600.0
2018-09-20,292.6400146484375,293.94000244140625,291.239990234375,293.5799865722656,275.3949279785156,100360600.0
2018-09-21,293.0899963378906,293.2200012207031,291.80999755859375,291.989990234375,275.1432800292969,105479700.0
2018-09-22,293.0899963378906,293.2200012207031,291.80999755859375,291.989990234375,275.1432800292969,0.0
2018-09-23,293.0899963378906,293.2200012207031,291.80999755859375,291.989990234375,275.1432800292969,0.0
2018-09-24,291.3399963378906,291.5,290.3699951171875,291.0199890136719,274.229248046875,53409600.0
2018-09-25,291.5299987792969,291.6499938964844,290.4800109863281,290.75,273.9747619628906,44370000.0
2018-09-26,290.9100036621094,292.239990234375,289.4100036621094,289.8800048828125,273.15496826171875,79739700.0
2018-09-27,290.4100036621094,291.9100036621094,290.1000061035156,290.69000244140625,273.9182434082031,59249500.0
2018-09-28,289.989990234375,291.2799987792969,289.95001220703125,290.7200012207031,273.946533203125,70091400.0
2018-09-29,289.989990234375,291.2799987792969,289.95001220703125,290.7200012207031,273.946533203125,0.0
2018-09-30,289.989990234375,291.2799987792969,289.95001220703125,290.7200012207031,273.946533203125,0.0
2018-10-01,292.1099853515625,292.92999267578125,290.9800109863281,291.7300109863281,274.8983154296875,62078900.0
